TheTime,Ballast,Conflat1,Conflat2,Conflat3,Conflat4,Current,DiffusionPump,Voltage
"22-05-02 14:44:54",0.4587945,0.6877626,-0.3701785,0.2501167,0.9820796,-0.9050361,-0.1260641,-0.9717362
"22-05-02 14:44:55",0.2733272,0.9826509,-0.7698912,0.5528499,0.9050346,-0.9465794,-0.2887206,-0.9904345
"22-05-02 14:44:56",0.07674147,0.3747110,-0.9816164,0.7950980,0.7716425,-0.9765027,-0.4435758,-0.9992625
"22-05-02 14:44:57",-0.1242066,-0.5831824,-0.9519299,0.9504700,0.5889330,-0.9944558,-0.5870194,-0.9980622
"22-05-02 14:44:58",-0.3175532,-0.9989902,-0.6910396,0.9998878,0.3722789,-0.9999875,-0.7123835,-0.9869753
"22-05-02 14:44:59",-0.5004953,-0.4975214,-0.2574377,0.9393662,0.1298174,-0.9932014,-0.8194253,-0.9658518
"22-05-02 14:45:00",-0.6628946,0.4633740,0.2385762,0.7749259,-0.1201587,-0.9741055,-0.9033416,-0.9350702
"22-05-02 14:45:01",-0.7976958,0.9954846,0.6727099,0.5271876,-0.3606201,-0.9432528,-0.9617039,-0.8952821
"22-05-02 14:45:02",-0.9016322,0.6174854,0.9451408,0.2200320,-0.5802313,-0.9005994,-0.9938543,-0.8463166
"22-05-02 14:45:03",-0.9699384,-0.3350908,0.9854405,-0.1136544,-0.7648597,-0.8464224,-0.9983788,-0.7884639
"22-05-02 14:45:04",-0.9988663,-0.9717860,0.7860865,-0.4297623,-0.8994766,-0.7827802,-0.9754338,-0.7237415
"22-05-02 14:45:05",-0.9883071,-0.7211265,0.3919162,-0.7023702,-0.9797961,-0.7086786,-0.9251518,-0.6509697
"22-05-02 14:45:06",-0.9385617,0.1898325,-0.09535071,-0.8960814,-0.9988603,-0.6263876,-0.8496734,-0.5722274
"22-05-02 14:45:07",-0.8512928,0.9287265,-0.5609075,-0.9919955,-0.9560017,-0.5360934,-0.7504242,-0.4874983
"22-05-02 14:45:08",-0.7289418,0.8089019,-0.8910510,-0.9781340,-0.8526146,-0.4383516,-0.6292950,-0.3971299
"22-05-02 14:45:09",-0.5792177,-0.05272496,-0.9996522,-0.8571004,-0.6977207,-0.3365067,-0.4923671,-0.3039959
"22-05-02 14:45:10",-0.4048954,-0.8710180,-0.8634961,-0.6402118,-0.4978175,-0.2295267,-0.3404421,-0.2069263
"22-05-02 14:45:11",-0.2165193,-0.8871993,-0.5189478,-0.3557780,-0.2694384,-0.1209519,-0.1808722,-0.1089075
"22-05-02 14:45:12",-0.01672100,-0.08351162,-0.04179232,-0.02786606,-0.02090073,-0.009289765,-0.01393438,-0.008360790
"22-05-02 14:45:13",0.1814889,0.7910364,0.4405853,0.2994986,0.2261518,0.1012154,0.1514979,0.09112355
"22-05-02 14:45:14",0.3723640,0.9437582,0.8156704,0.5939217,0.4590660,0.2103910,0.3126317,0.1896223
"22-05-02 14:45:15",0.5510148,0.2218325,0.9937517,0.8263713,0.6664782,0.3185610,0.4673726,0.2876669
"22-05-02 14:45:16",0.7043935,-0.6934376,0.9275011,0.9642541,0.8288004,0.4206890,0.6062263,0.3809136
"22-05-02 14:45:17",0.8313657,-0.9809673,0.6347546,0.9978793,0.9414653,0.5186844,0.7297575,0.4713143
"22-05-02 14:45:18",0.9251985,-0.3666390,0.1865968,0.9216567,0.9955995,0.6102858,0.8330685,0.5570083
"22-05-02 14:45:19",0.9824523,0.5913504,-0.3111152,0.7421596,0.9875151,0.6950111,0.9138444,0.6377640
"22-05-02 14:45:20",0.9999421,0.9985522,-0.7258756,0.4843848,0.9186474,0.7698744,0.9682084,0.7109019
"22-05-02 14:45:21",0.9775958,0.4885350,-0.9676116,0.1693171,0.7913418,0.8362922,0.9963839,0.7779753
"22-05-02 14:45:22",0.9167723,-0.4649441,-0.9709120,-0.1604934,0.6166698,0.8916278,0.9967540,0.8364838
"22-05-02 14:45:23",0.8192124,-0.9961487,-0.7374551,-0.4744459,0.4028671,0.9363116,0.9696094,0.8869865
"22-05-02 14:45:24",0.6885091,-0.6096059,-0.3219436,-0.7370375,0.1631581,0.9695589,0.9153829,0.9287701
"22-05-02 14:45:25",0.5303587,0.3395840,0.1723721,-0.9178737,-0.08651038,0.9907614,0.8357251,0.9611902
"22-05-02 14:45:26",0.3508580,0.9755384,0.6245681,-0.9972721,-0.3309303,0.9996968,0.7327389,0.9839788
"22-05-02 14:45:27",0.1593536,0.7174811,0.9210261,-0.9671893,-0.5524939,0.9963365,0.6107140,0.9968003
"22-05-02 14:45:28",-0.04130336,-0.2051096,0.9946706,-0.8295710,-0.7426656,0.9805630,0.4698929,0.9997866
"22-05-02 14:45:29",-0.2376680,-0.9319746,0.8253859,-0.6030004,-0.8844685,0.9529883,0.3180087,0.9928108
"22-05-02 14:45:30",-0.4272476,-0.8042194,0.4503706,-0.3064426,-0.9728416,0.9131783,0.1550981,0.9757394
"22-05-02 14:45:31",-0.5971774,0.05826215,-0.02914346,0.01943046,-0.9998938,0.8627686,-0.009715688,0.9492389
"22-05-02 14:45:32",-0.7455962,0.8750567,-0.5079269,0.3477632,-0.9647280,0.8009036,-0.1766601,0.9127973
"22-05-02 14:45:33",-0.8623881,0.8835294,-0.8568476,0.6335110,-0.8705084,0.7301240,-0.3363527,0.8678271
"22-05-02 14:45:34",-0.9457722,0.08327081,-0.9991314,0.8517983,-0.7216895,0.6498558,-0.4879191,0.8138890
"22-05-02 14:45:35",-0.9914534,-0.7935533,-0.8968001,0.9763197,-0.5279981,0.5615719,-0.6259662,0.7518181
"22-05-02 14:45:36",-0.9975246,-0.9387261,-0.5724229,0.9931290,-0.3000345,0.4657668,-0.7473369,0.6817925
"22-05-02 14:45:37",-0.9637045,-0.2177921,-0.1095555,0.9002666,-0.05486037,0.3648396,-0.8471538,0.6054043
"22-05-02 14:45:38",-0.8915957,0.7024973,0.3796799,0.7086367,0.1934969,0.2595164,-0.9234646,0.5230525
"22-05-02 14:45:39",-0.7843385,0.9792146,0.7755085,0.4399271,0.4293384,0.1512564,-0.9741749,0.4356988
"22-05-02 14:45:40",-0.6450697,0.3559962,0.9834855,0.1210292,0.6399269,0.04043119,-0.9981605,0.3434212
"22-05-02 14:45:41",-0.4808514,-0.5919410,0.9502582,-0.2095894,0.8097726,-0.07032690,-0.9944319,0.2481914
"22-05-02 14:45:42",-0.2967054,-0.9979146,0.6839051,-0.5185289,0.9299384,-0.1807116,-0.9630836,0.1500515
"22-05-02 14:45:43",-0.1014532,-0.4865534,0.2513455,-0.7693464,0.9919419,-0.2884483,-0.9052159,0.05079217
"22-05-02 14:45:44",0.09822325,0.4723097,-0.2434824,-0.9360274,0.9924478,-0.3928442,-0.8221700,-0.04917111
"22-05-02 14:45:45",0.2953317,0.9974247,-0.6812778,-0.9997137,0.9305979,-0.4930769,-0.7155157,-0.1493406
"22-05-02 14:45:46",0.4779957,0.6049757,-0.9476930,-0.9532383,0.8121525,-0.5858584,-0.5906693,-0.2466149
"22-05-02 14:45:47",0.6430475,-0.3436140,-0.9846601,-0.8017853,0.6424626,-0.6721474,-0.4485465,-0.3421796
"22-05-02 14:45:48",0.7832281,-0.9773624,-0.7783226,-0.5602271,0.4313557,-0.7506052,-0.2929684,-0.4348940
"22-05-02 14:45:49",0.8904666,-0.7112939,-0.3854253,-0.2607308,0.1965464,-0.8187734,-0.1315075,-0.5219921
"22-05-02 14:45:50",0.9631219,0.2071721,0.1041525,0.06950507,-0.05214720,-0.8773851,0.03477356,-0.6045389
"22-05-02 14:45:51",0.9973873,0.9353635,0.5684682,0.3922673,-0.2977371,-0.9252001,0.2001858,-0.6810877
"22-05-02 14:45:52",0.9918724,0.8033407,0.8931740,0.6715037,-0.5245421,-0.9615550,0.3598603,-0.7507452
"22-05-02 14:45:53",0.9467644,-0.06797295,0.9994216,0.8771394,-0.7190293,-0.9860921,0.5097863,-0.8129967
"22-05-02 14:45:54",0.8640305,-0.8757940,0.8610125,0.9859369,-0.8684998,-0.9984342,0.6453223,-0.8670177
"22-05-02 14:45:55",0.7461056,-0.8769009,0.5095728,0.9860646,-0.9644759,-0.9984484,0.7636632,-0.9126411
"22-05-02 14:45:56",0.5994610,-0.07248154,0.03626462,0.8778619,-0.9998355,-0.9861754,0.8599168,-0.9487897
"22-05-02 14:45:57",0.4285276,0.7999908,-0.4472067,0.6728867,-0.9732499,-0.9617258,0.9326697,-0.9755841
"22-05-02 14:45:58",0.2408300,0.9377537,-0.8207622,0.3943572,-0.8863605,-0.9254874,0.9795298,-0.9926146
"22-05-02 14:45:59",0.04201400,0.2085889,-0.9944856,0.06998667,-0.7432606,-0.8774623,0.9993868,-0.9997792
"22-05-02 14:46:00",-0.1561374,-0.7060426,-0.9241670,-0.2583348,-0.5558828,-0.8192479,0.9914775,-0.9969291
"22-05-02 14:46:01",-0.3492569,-0.9773814,-0.6278995,-0.5602022,-0.3329456,-0.7506118,0.9561265,-0.9841308
"22-05-02 14:46:02",-0.5293867,-0.3449685,-0.1751938,-0.8014979,-0.08793757,-0.6722661,0.8938673,-0.9613482
"22-05-02 14:46:03",-0.6865874,0.5990639,0.3156729,-0.9524896,0.1598936,-0.5865249,0.8076420,-0.9292597
"22-05-02 14:46:04",-0.8183383,0.9967873,0.7348790,-0.9996429,0.4011245,-0.4922649,0.6975946,-0.8873378
"22-05-02 14:46:05",-0.9161905,0.4713682,0.9700352,-0.9359021,0.6152380,-0.3927351,0.5690957,-0.8368820
"22-05-02 14:46:06",-0.9775342,-0.4872595,0.9677958,-0.7691743,0.7911184,-0.2883623,0.4248299,-0.7780671
"22-05-02 14:46:08",-0.9827535,-0.5978713,0.3149666,-0.2119934,0.9871937,-0.07114461,0.1066042,-0.6383885
"22-05-02 14:46:09",-0.9264288,0.3514500,-0.1785964,0.1194208,0.9959725,0.03989158,-0.05981751,-0.5583592
"22-05-02 14:46:10",-0.8331701,0.9776775,-0.6284460,0.4376971,0.9428291,0.1504386,-0.2245857,-0.4727490
"22-05-02 14:46:11",-0.7064832,0.7039834,-0.9247206,0.7081449,0.8308569,0.2592920,-0.3833620,-0.3822762
"22-05-02 14:46:12",-0.5518618,-0.2168796,-0.9940318,0.9001309,0.6674238,0.3647428,-0.5312158,-0.2881531
"22-05-02 14:46:13",-0.3753753,-0.9382665,-0.8203393,0.9930770,0.4626678,0.4656359,-0.6642795,-0.1912160
"22-05-02 14:46:14",-0.1837317,-0.7979628,-0.4456980,0.9768419,0.2289286,0.5609023,-0.7790900,-0.09225936
"22-05-02 14:46:15",0.01518954,0.07587757,0.03796616,0.8530908,-0.01898650,0.6492292,-0.8722851,0.007594990
"22-05-02 14:46:16",0.2135331,0.8800419,0.5123982,0.6354162,-0.2657556,0.7295623,-0.9413208,0.1073875
"22-05-02 14:46:17",0.4046943,0.8715576,0.8632187,0.3455174,-0.4975791,0.8013813,-0.9844827,0.2068187
"22-05-02 14:46:18",0.5771128,0.06560138,0.9994613,0.02188109,-0.6954069,0.8623553,-0.9999401,0.3027668
"22-05-02 14:46:19",0.7289302,-0.8088521,0.8910702,-0.3089281,-0.8526035,0.9135328,-0.9876957,0.3971221
"22-05-02 14:46:20",0.8497115,-0.9341952,0.5671144,-0.6013573,-0.9548924,0.9527802,-0.9484145,0.4861852
"22-05-02 14:46:21",0.9374345,-0.2057707,0.1034402,-0.8294453,-0.9986580,0.9805482,-0.8827763,0.5708933
"22-05-02 14:46:22",0.9879618,0.7132942,-0.3867397,-0.9666799,-0.9803542,0.9962793,-0.7924607,0.6501161
"22-05-02 14:46:23",0.9989725,0.9744185,-0.7825411,-0.9971468,-0.9007217,0.9996828,-0.6798944,0.7229523
"22-05-02 14:46:24",0.9700437,0.3371319,-0.9852557,-0.9175286,-0.7652086,0.9907221,-0.5487851,0.7883306
"22-05-02 14:46:25",0.9026073,-0.6085583,-0.9469713,-0.7373350,-0.5825297,0.9695949,-0.4027857,0.8457142
"22-05-02 14:46:26",0.7986027,-0.9961709,-0.6754898,-0.4745205,-0.3623746,0.9363215,-0.2446993,0.8949465
"22-05-02 14:46:27",0.6641813,-0.4709771,-0.2427494,-0.1627390,-0.1222926,0.8919710,-0.08164207,0.9347651
"22-05-02 14:46:28",0.5021062,0.4894248,0.2529373,0.1696522,0.1275094,0.8362300,0.08513517,0.9656102
"22-05-02 14:46:29",0.3204601,0.9981837,0.6854769,0.4824990,0.3687178,0.7703324,0.2491019,0.9867274
"22-05-02 14:46:30",0.1258138,0.5897429,0.9506816,0.7426044,0.5872953,0.6948519,0.4063678,0.9980115
"22-05-02 14:46:31",-0.07475849,-0.3654736,0.9825532,0.9214946,0.7700590,0.6103960,0.5529959,0.9993002
"22-05-02 14:46:32",-0.2703280,-0.9796416,0.7748401,0.9977311,0.9033707,0.5193220,0.6828891,0.9906483
"22-05-02 14:46:33",-0.4569996,-0.6950559,0.3748629,0.9644525,0.9816008,0.4209156,0.7950649,0.9719740
"22-05-02 14:46:34",-0.6243624,0.2279606,-0.1147381,0.8251890,0.9983476,0.3178986,0.8845498,0.9436988
"22-05-02 14:46:35",-0.7666407,0.9412696,-0.5754755,0.5959171,0.9533675,0.2111999,0.9494856,0.9061116
"22-05-02 14:46:36",-0.8789628,0.7924228,-0.8972102,0.3002202,0.8490005,0.1014663,0.9884002,0.8593283
"22-05-02 14:46:37",-0.9561999,-0.08537101,-0.9990869,-0.02848787,0.6918365,-0.009497098,0.9998985,0.8039634
"22-05-02 14:46:38",-0.9953689,-0.8863532,-0.8552806,-0.3552076,0.4908334,-0.1207500,0.9835618,0.7403138
"22-05-02 14:46:39",-0.9945730,-0.8672483,-0.5010610,-0.6421616,0.2594109,-0.2303509,0.9398323,0.6693127
"22-05-02 14:46:40",-0.9545043,-0.05674990,-0.02838639,-0.8564074,0.01419462,-0.3360849,0.8707183,0.5923694
"22-05-02 14:46:41",-0.8759050,0.8114588,0.4558456,-0.9784354,-0.2344580,-0.4387871,0.7767088,0.5086828
"22-05-02 14:46:42",-0.7619713,0.9284305,0.8281021,-0.9919619,-0.4687338,-0.5361682,0.6608567,0.4197554
"22-05-02 14:46:43",-0.6179915,0.1882050,0.9955224,-0.8958360,-0.6728574,-0.6265312,0.5270746,0.3269673
"22-05-02 14:46:44",-0.4510947,-0.7184941,0.9207424,-0.7032694,-0.8337179,-0.7083813,0.3801819,0.2318663
"22-05-02 14:46:45",-0.2638354,-0.9723244,0.6190174,-0.4304525,-0.9448220,-0.7826216,0.2206658,0.1331020
"22-05-02 14:46:46",-0.06794079,-0.3334550,0.1691656,-0.1130796,-0.9963904,-0.8465251,0.05663066,0.03399003
"22-05-02 14:46:47",0.1330545,0.6188289,-0.3274708,0.2205877,-0.9861190,-0.9006819,-0.1109794,-0.06667560
"22-05-02 14:46:48",0.3259430,0.9960200,-0.7379466,0.5255389,-0.9151118,-0.9430380,-0.2731578,-0.1652431
"22-05-02 14:46:49",0.5079975,0.4593830,-0.9716579,0.7758728,-0.7862542,-0.9742183,-0.4295990,-0.2632883
"22-05-02 14:46:50",0.6685453,-0.4965869,-0.9664334,0.9392430,-0.6095419,-0.9931875,-0.5730389,-0.3580004
"22-05-02 14:46:51",0.8028142,-0.9986281,-0.7253837,0.9998475,-0.3947501,-0.9999831,-0.7009060,-0.4493166
"22-05-02 14:46:52",0.9052688,-0.5835757,-0.3065463,0.9505201,-0.1551519,-0.9944614,-0.8095255,-0.5362652
"22-05-02 14:46:53",0.9720323,0.3760132,0.1915538,0.7948139,0.09622339,-0.9764691,-0.8963407,-0.6185276
"22-05-02 14:46:54",0.9993067,0.9827162,0.6383108,0.5527519,0.3392796,-0.9465668,-0.9574304,-0.6938192
"22-05-02 14:46:55",0.9870348,0.6923777,0.9277756,0.2521742,0.5598488,-0.9053372,-0.9918876,-0.7617434
"22-05-02 14:46:56",0.9349172,-0.2406703,0.9926245,-0.08093024,0.7487420,-0.8522081,-0.9991796,-0.8230631
"22-05-02 14:46:57",0.8455792,-0.9473767,0.8124410,-0.4031714,0.8896750,-0.7888103,-0.9785511,-0.8757425
"22-05-02 14:46:58",0.7240045,-0.7872631,0.4378258,-0.6780293,0.9744383,-0.7165461,-0.9314062,-0.9191831
"22-05-02 14:46:59",0.5713463,0.1006946,-0.05041141,-0.8823437,0.9996821,-0.6341621,-0.8574980,-0.9541250
"22-05-02 14:47:00",0.3967137,0.8920777,-0.5235065,-0.9878114,0.9622946,-0.5444186,-0.7601499,-0.9792707
"22-05-02 14:47:01",0.2070680,0.8638613,-0.8671014,-0.9845571,0.8654859,-0.4483710,-0.6422369,-0.9945669
"22-05-02 14:47:02",0.009593016,0.04794755,-0.9997124,-0.8739087,0.7155350,-0.3470234,-0.5069072,-0.9999885
"22-05-02 14:47:03",-0.1902468,-0.8175064,-0.8876710,-0.6655085,0.5193851,-0.2403486,-0.3560967,-0.9954236
"22-05-02 14:47:04",-0.3820201,-0.9252471,-0.5570615,-0.3837885,0.2911432,-0.1309216,-0.1956770,-0.9808552
"22-05-02 14:47:05",-0.5576322,-0.1829038,-0.09184005,-0.06127473,0.04596862,-0.02043628,-0.03065177,-0.9565794
"22-05-02 14:47:06",-0.7109282,0.7260038,0.3951641,0.2675322,-0.2017294,0.09015442,0.1350020,-0.9228393
"22-05-02 14:47:07",-0.8372450,0.9692238,0.7893609,0.5700046,-0.4393578,0.2007961,0.2986290,-0.8794396
"22-05-02 14:47:08",-0.9285252,0.3250661,0.9863294,0.8056885,-0.6462253,0.3072282,0.4514757,-0.8280306
"22-05-02 14:47:09",-0.9839446,-0.6238193,0.9438137,0.9556142,-0.8156219,0.4113298,0.5938767,-0.7676177
"22-05-02 14:47:10",-0.9998075,-0.9951917,0.6715855,0.9994654,-0.9329864,0.5094101,0.7185733,-0.7001359
"22-05-02 14:47:11",-0.9756748,-0.4490533,0.2307542,0.9329179,-0.9932301,0.6023059,0.8246482,-0.6248107
"22-05-02 14:47:12",-0.9126211,0.5097834,-0.2642888,0.7636105,-0.9910710,0.6871571,0.9071045,-0.5436881
"22-05-02 14:47:13",-0.8140983,0.9990547,-0.6915665,0.5125002,-0.9279851,0.7629297,0.9640247,-0.4578608
"22-05-02 14:47:14",-0.6818898,0.5729685,-0.9538285,0.2019753,-0.8063349,0.8301664,0.9948343,-0.3664322
"22-05-02 14:47:15",-0.5236966,-0.3761806,-0.9814648,-0.1282030,-0.6357506,0.8866500,0.9979349,-0.2721168
"22-05-02 14:47:16",-0.3440099,-0.9829134,-0.7694376,-0.4456416,-0.4250165,0.9324592,0.9734504,-0.1746911
"22-05-02 14:47:17",-0.1500741,-0.6839882,-0.3677682,-0.7146514,-0.1871931,0.9668451,0.9218136,-0.07525039
"22-05-02 14:47:18",0.04879634,0.2416624,0.1217366,-0.9037956,0.06098181,0.9891544,0.8449747,0.02440544
"22-05-02 14:47:19",0.2469757,0.9482855,0.5842009,-0.9942093,0.3069128,0.9993560,0.7441306,0.1244555
"22-05-02 14:47:20",0.4340014,0.7814242,0.9011105,-0.9748795,0.5321703,0.9971984,0.6234047,0.2225846
"22-05-02 14:47:21",0.6042583,-0.1024006,0.9986849,-0.8484258,0.7250061,0.9827646,0.4851215,0.3187566
"22-05-02 14:47:22",0.7517085,-0.8964319,0.8494650,-0.6261823,0.8739694,0.9559110,0.3319061,0.4126163
"22-05-02 14:47:23",0.8668332,-0.8619526,0.4964933,-0.3394852,0.9664472,0.9178597,0.1723204,0.5007004
"22-05-02 14:47:24",0.9489558,-0.03363551,0.01682013,-0.01121372,0.9999646,0.8678883,0.005606946,0.5850602
"22-05-02 14:47:25",0.9927171,0.8231766,-0.4648734,0.3167753,0.9709215,0.8074135,-0.1604671,0.6631481
"22-05-02 14:47:26",0.9969582,0.9248762,-0.8307432,0.6080703,0.8822290,0.7374734,-0.3210271,0.7341452
"22-05-02 14:47:27",0.9611333,0.1713562,-0.9962954,0.8359138,0.7368842,0.6573266,-0.4749417,0.7987755
"22-05-02 14:47:28",0.8877810,-0.7316082,-0.9169856,0.9689027,0.5482152,0.5703610,-0.6134158,0.8544782
"22-05-02 14:47:29",0.7783899,-0.9684397,-0.6126793,0.9964768,0.3237811,0.4755679,-0.7361621,0.9021588
"22-05-02 14:47:30",0.6383424,-0.3146825,-0.1593785,0.9143521,0.07994512,0.3752208,-0.8381289,0.9406786
"22-05-02 14:47:31",0.4730745,0.6270081,0.3324058,0.7320289,-0.1686172,0.2703582,-0.9168625,0.9697996
"22-05-02 14:47:32",0.2883839,0.9941625,0.7442757,0.4684755,-0.4075092,0.1618070,-0.9704320,0.9893217
"22-05-02 14:47:33",0.09187358,0.4439629,0.9736645,0.1527387,-0.6212948,0.05109069,-0.9970623,0.9989421
"22-05-02 14:47:34",-0.1070255,-0.5108341,0.9642819,-0.1777684,-0.7952603,-0.05953751,-0.9960101,0.9985630
"22-05-02 14:47:35",-0.3032590,-0.9995427,0.7177177,-0.4912446,-0.9209599,-0.1703380,-0.9672181,0.9881569
"22-05-02 14:47:36",-0.4859779,-0.5680908,0.2975182,-0.7485037,-0.9886142,-0.2782141,-0.9119020,0.9679801
"22-05-02 14:47:37",-0.6497414,0.3844654,-0.1960365,-0.9241255,-0.9951373,-0.3828815,-0.8312909,0.9381245
"22-05-02 14:47:38",-0.7883332,0.9852592,-0.6437903,-0.9983585,-0.9394685,-0.4833674,-0.7270740,0.8986792
"22-05-02 14:47:39",-0.8945229,0.6789791,-0.9311707,-0.9624772,-0.8260096,-0.5771232,-0.6035882,0.8505945
"22-05-02 14:47:40",-0.9658846,-0.2580506,-0.9914967,-0.8193041,-0.6594953,-0.6647298,-0.4618662,0.7934018
"22-05-02 14:47:41",-0.9979797,-0.9499004,-0.8101089,-0.5887880,-0.4548190,-0.7428682,-0.3096066,0.7292232
"22-05-02 14:47:42",-0.9907062,-0.7761801,-0.4298190,-0.2918829,-0.2203235,-0.8125222,-0.1475567,0.6572597
"22-05-02 14:47:43",-0.9435097,0.1175746,0.05888952,0.03927234,0.02945754,-0.8724980,0.01963996,0.5782106
"22-05-02 14:47:44",-0.8595345,0.8963181,0.5275359,0.3620489,0.2742875,-0.9210180,0.1841750,0.4944301
"22-05-02 14:47:45",-0.7408723,0.8574269,0.8702315,0.6471052,0.5036651,-0.9585279,0.3446733,0.4051877
"22-05-02 14:47:46",-0.5926621,0.03020246,0.9998859,0.8609471,0.7017468,-0.9842194,0.4956337,0.3118885
"22-05-02 14:47:47",-0.4203810,-0.8261651,0.8841459,0.9801638,0.8565077,-0.9977895,0.6331710,0.2152351
"22-05-02 14:47:48",-0.2322306,-0.9214715,0.5529710,0.9911710,0.9573924,-0.9990177,0.7525257,0.1169172
"22-05-02 14:47:49",-0.03306467,-0.1646011,0.08258264,0.8922553,0.9991457,-0.9878317,0.8519188,0.01653459
"22-05-02 14:47:50",0.1648738,0.7366817,-0.4023434,0.6969586,0.9786442,-0.9646855,0.9265828,-0.08272039
"22-05-02 14:47:51",0.3589182,0.9651588,-0.7942496,0.4217276,0.8965466,-0.9292266,0.9764022,-0.1825253
"22-05-02 14:47:52",0.5367097,0.3040387,-0.9880940,0.1027945,0.7595561,-0.8826746,0.9986748,-0.2794933
"22-05-02 14:47:53",0.6943646,-0.6412223,-0.9400413,-0.2299536,0.5739945,-0.8248033,0.9932778,-0.3744173
"22-05-02 14:47:54",0.8231928,-0.9924854,-0.6624339,-0.5349840,0.3541748,-0.7572124,0.9604328,-0.4648860
"22-05-02 14:47:55",0.9190363,-0.4395005,-0.2255633,-0.7805322,0.1135154,-0.6806811,0.9014199,-0.5503758
"22-05-02 14:47:56",0.9790693,0.5192725,0.2696213,-0.9422202,-0.1360764,-0.5951603,0.8170049,-0.6310597
"22-05-02 14:47:57",0.9999867,0.9996665,0.6979162,-0.9999629,-0.3767098,-0.5024833,0.7101442,-0.7052780
"22-05-02 14:47:58",0.9809489,0.5590589,0.9563284,-0.9473794,-0.5948553,-0.4031740,0.5830468,-0.7727438
"22-05-02 14:47:59",0.9230603,-0.3925250,0.9797299,-0.7911819,-0.7747009,-0.2995742,0.4406921,-0.8320623
"22-05-02 14:48:00",0.8280175,-0.9863486,0.7631089,-0.5469696,-0.9072678,-0.1917190,0.2853485,-0.8833749
"22-05-02 14:48:01",0.7003783,-0.6728422,0.3607034,-0.2435406,-0.9830261,-0.08191301,0.1226974,-0.9256813
"22-05-02 14:48:02",0.5446429,0.2587969,-0.1305148,0.08714818,-0.9978593,0.02908217,-0.04361560,-0.9588191
"22-05-02 14:48:03",0.3669859,0.9529305,-0.5902589,0.4086001,-0.9505825,0.1398467,-0.2089096,-0.9824018
"22-05-02 14:48:04",0.1750552,0.7706173,-0.9047923,0.6845074,-0.8443498,0.2486723,-0.3680992,-0.9961322
"22-05-02 14:48:05",-0.02404013,-0.1199229,-0.9981942,0.8853602,-0.6855400,0.3545407,-0.5172496,-0.9999277
"22-05-02 14:48:07",-0.4114453,-0.8528380,-0.4887865,0.9832779,-0.2525832,0.5519019,-0.7688015,-0.9776079
"22-05-02 14:48:08",-0.5853176,-0.01523317,-0.007616806,0.8685532,-0.003808431,0.6414901,-0.8647531,-0.9515262
"22-05-02 14:48:09",-0.7339024,0.8297471,0.4700321,0.6601207,0.2422300,0.7221262,-0.9357242,-0.9163119
"22-05-02 14:48:10",-0.8542582,0.9178280,0.8357567,0.3778978,0.4748158,0.7944022,-0.9812867,-0.8717365
"22-05-02 14:48:11",-0.9406014,0.1605018,0.9967536,0.05370711,0.6780441,0.8569315,-0.9996391,-0.8183865
"22-05-02 14:48:12",-0.9893720,-0.7454276,0.9128490,-0.2767324,0.8391357,0.9089096,-0.9901886,-0.7567717
"22-05-02 14:48:13",-0.9985825,-0.9647632,0.6069927,-0.5747923,0.9472875,0.9493982,-0.9534934,-0.6880313
"22-05-02 14:48:14",-0.9677309,-0.2927835,0.1480224,-0.8123392,0.9972422,0.9785391,-0.8897149,-0.6115611
"22-05-02 14:48:15",-0.8990324,0.6407017,-0.3407419,-0.9577291,0.9849256,0.9952735,-0.8023938,-0.5301499
"22-05-02 14:48:16",-0.7931415,0.9912163,-0.7524129,-0.9990228,0.9106843,0.9998914,-0.6913036,-0.4421327
"22-05-02 14:48:17",-0.6568073,0.4271081,-0.9757563,-0.9299567,0.7806600,0.9921351,-0.5622859,-0.3506719
"22-05-02 14:48:18",-0.4936071,-0.5315507,-0.9609960,-0.7580953,0.6014306,0.9720930,-0.4170469,-0.2552596
"22-05-02 14:48:19",-0.3122437,-0.9998560,-0.7130823,-0.5048918,0.3866004,0.9403360,-0.2615505,-0.1581107
"22-05-02 14:48:20",-0.1171264,-0.5538483,-0.2892943,-0.1944136,0.1462187,0.8967710,-0.09767385,-0.05866422
"22-05-02 14:48:21",0.08235729,0.4006750,0.2046702,0.1369857,-0.1028810,0.8422221,0.06865485,0.04121366
"22-05-02 14:48:22",0.2796556,0.9882237,0.6507627,0.4550179,-0.3469286,0.7769039,0.2340061,0.1412438
"22-05-02 14:48:23",0.4643783,0.6645789,0.9346705,0.7207527,-0.5676640,0.7024982,0.3916680,0.2391266
"22-05-02 14:48:24",0.6307097,-0.2674489,0.9908512,0.9075639,-0.7533124,0.6194555,0.5385564,0.3346499
"22-05-02 14:48:25",0.7729474,-0.9567960,0.8033555,0.9951685,-0.8931684,0.5281147,0.6714976,0.4275102
"22-05-02 14:48:26",0.8831154,-0.7648943,0.4218081,0.9729073,-0.9763926,0.4312069,0.7846004,0.5151913
"22-05-02 14:48:27",0.9591589,0.1364548,-0.06838752,0.8423184,-0.9994145,0.3276893,0.8772059,0.5988038
"22-05-02 14:48:28",0.9960996,0.9040036,-0.5350118,0.6216518,-0.9604282,0.2217576,0.9442705,0.6751905
"22-05-02 14:48:29",0.9937629,0.8479296,-0.8746739,0.3309931,-0.8616008,0.1122151,0.9858076,0.7454909
